feature,avg_rank,count,h_rank,l_rank
X1282 - X1156433,1.0,1,1,1
X1683 - X53345,1.0,1,1,1
X1683 - X1156433,1.0,1,1,1
X28132 - X1156433,1.0,1,1,1
X34085 - X1156433,1.0,1,1,1
X53345 - X702967,1.0,1,1,1
X53345 - X1156433,1.0,1,1,1
X53345 - X1912856,1.0,1,1,1
X702967 - X1156433,1.0,1,1,1
X1156433 - X1912856,1.0,1,1,1
X817 - X1423,1.0,1,1,1
X1423 - X39950,1.0,1,1,1
X1423 - X239935,1.0,1,1,1
X1423 - X649756,1.0,1,1,1
X1423 - X1297617,1.0,1,1,1
X1423 - X2025876,1.0,1,1,1
X539 - X1572656,1.0,1,1,1
X1225789 - X1572656,1.0,1,1,1
X1747 - X34085,1.0,1,1,1
X1282 - X1599,1.0,1,1,1
X1599 - X216816,1.0,1,1,1
X1599 - X1871021,1.0,1,1,1
X1282 - X1539298,1.0,1,1,1
X702967 - X1539298,1.0,1,1,1
X1539298 - X1572656,1.0,1,1,1
X1308 - X1736,1.0,1,1,1
X539 - X1871025,1.0,1,1,1
X860 - X1528099,1.0,1,1,1
X860 - X1871025,1.0,1,1,1
X1601 - X1871025,1.0,1,1,1
X39950 - X1871025,1.0,1,1,1
X1528099 - X1871025,1.0,1,1,1
X1494 - X1539298,1.0,1,1,1
X1683 - X1539298,1.0,1,1,1
X817 - X292800,1.0,1,1,1
X1282 - X292800,1.0,1,1,1
X1282 - X544580,1.0,1,1,1
X1601 - X292800,1.0,1,1,1
X1747 - X84112,1.0,1,1,1
X1747 - X292800,1.0,1,1,1
X1747 - X544580,1.0,1,1,1
X39950 - X292800,1.0,1,1,1
X84112 - X292800,1.0,1,1,1
X84112 - X544580,1.0,1,1,1
X292800 - X544580,1.0,1,1,1
X292800 - X1297617,1.0,1,1,1
X34085 - X1712675,1.0,1,1,1
X649756 - X1712675,1.0,1,1,1
X53345 - X1528099,1.0,1,1,1
X860 - X1282,1.0,1,1,1
X860 - X1346,1.0,1,1,1
X1282 - X1346,1.0,1,1,1
X1346 - X28118,1.0,1,1,1
X1346 - X239935,1.0,1,1,1
X1346 - X1871021,1.0,1,1,1
X1346 - X1912856,1.0,1,1,1
X860 - X1245,1.0,1,1,1
X860 - X1309,1.0,1,1,1
X860 - X649756,1.0,1,1,1
X860 - X1572656,1.0,1,1,1
X1245 - X1572656,1.0,1,1,1
X1309 - X1572656,1.0,1,1,1
X1494 - X1736,1.0,1,1,1
X216816 - X1712675,1.0,1,1,1
X1712675 - X1871021,1.0,1,1,1
X1308 - X544580,1.0,1,1,1
X539 - X10761,1.0,1,1,1
X817 - X10761,1.0,1,1,1
X1309 - X10761,1.0,1,1,1
X10761 - X1528099,1.0,1,1,1
X10761 - X1871021,1.0,1,1,1
X539 - X51663,1.0,1,1,1
X1246 - X51663,1.0,1,1,1
X1328 - X51663,1.0,1,1,1
X34085 - X51663,1.0,1,1,1
X51663 - X1528099,1.0,1,1,1
X287 - X539,1.0,1,1,1
X287 - X1601,1.0,1,1,1
X287 - X34085,1.0,1,1,1
X287 - X61645,1.0,1,1,1
X287 - X649756,1.0,1,1,1
X539 - X61645,1.0,1,1,1
X1328 - X61645,1.0,1,1,1
X34085 - X61645,1.0,1,1,1
X61645 - X1297617,1.0,1,1,1
X28132 - X29466,1.0,1,1,1
X29466 - X1160721,1.0,1,1,1
X1346 - X1494,1.0,1,1,1
X1346 - X52773,1.0,1,1,1
X1346 - X53345,1.0,1,1,1
X1494 - X53345,1.0,1,1,1
X28132 - X1147150,1.0,1,1,1
X53345 - X1147150,1.0,1,1,1
X287 - X294,1.0,1,1,1
X287 - X28118,1.0,1,1,1
X294 - X817,1.0,1,1,1
X294 - X28118,1.0,1,1,1
X294 - X39950,1.0,1,1,1
X294 - X239935,1.0,1,1,1
X294 - X1297617,1.0,1,1,1
X28037 - X61645,1.0,1,1,1
X28037 - X1134687,1.0,1,1,1
X28037 - X1889813,1.0,1,1,1
X28118 - X61645,1.0,1,1,1
X28118 - X1134687,1.0,1,1,1
X61645 - X1134687,1.0,1,1,1
X61645 - X1889813,1.0,1,1,1
X649756 - X1889813,1.0,1,1,1
X1134687 - X1889813,1.0,1,1,1
X1282 - X1328,1.0,1,1,1
X539 - X582,1.0,1,1,1
X582 - X817,1.0,1,1,1
X582 - X1307,1.0,1,1,1
X582 - X1601,1.0,1,1,1
X582 - X39950,1.0,1,1,1
X582 - X52773,1.0,1,1,1
X582 - X216816,1.0,1,1,1
X582 - X1912856,1.0,1,1,1
X630 - X1683,1.0,1,1,1
X630 - X28037,1.0,1,1,1
X630 - X52773,1.0,1,1,1
X630 - X1572656,1.0,1,1,1
X1683 - X1572656,1.0,1,1,1
X1147143 - X1528099,1.0,1,1,1
X28132 - X1539298,1.0,1,1,1
X53345 - X84112,1.0,1,1,1
X53345 - X1147143,1.0,1,1,1
X53345 - X1539298,1.0,1,1,1
X1147143 - X1539298,1.0,1,1,1
X818 - X1572656,1.0,1,1,1
X28118 - X1572656,1.0,1,1,1
X1528099 - X1572656,1.0,1,1,1
X1309 - X1147150,1.0,1,1,1
X1494 - X1225789,1.0,1,1,1
X28118 - X1225789,1.0,1,1,1
X1147150 - X1871021,1.0,1,1,1
X539 - X1245,1.0,1,1,1
X539 - X1134687,1.0,1,1,1
X1245 - X1134687,1.0,1,1,1
X1328 - X1134687,1.0,1,1,1
X34085 - X1134687,1.0,1,1,1
X239935 - X1134687,1.0,1,1,1
X28132 - X51663,1.0,1,1,1
X51663 - X1572656,1.0,1,1,1
X817 - X1805478,1.0,1,1,1
X1328 - X1683,1.0,1,1,1
X1328 - X1805478,1.0,1,1,1
X1494 - X1805478,1.0,1,1,1
X1683 - X1805478,1.0,1,1,1
X39950 - X1805478,1.0,1,1,1
X84112 - X1805478,1.0,1,1,1
X216816 - X1805478,1.0,1,1,1
X1297617 - X1805478,1.0,1,1,1
X1528099 - X1805478,1.0,1,1,1
X1494 - X1712675,1.0,1,1,1
X29466 - X102684,1.0,1,1,1
X84112 - X102684,1.0,1,1,1
X102684 - X216816,1.0,1,1,1
X102684 - X1912856,1.0,1,1,1
X1246 - X1683,1.0,1,1,1
X1282 - X649756,1.0,1,1,1
X1747 - X28118,1.0,1,1,1
X1747 - X52773,1.0,1,1,1
X1747 - X649756,1.0,1,1,1
X1328 - X102684,1.0,1,1,1
X1307 - X1736,1.0,1,1,1
X539 - X1624,1.0,1,1,1
X1307 - X1624,1.0,1,1,1
X1601 - X1624,1.0,1,1,1
X1624 - X34085,1.0,1,1,1
X1624 - X649756,1.0,1,1,1
X1624 - X1297617,1.0,1,1,1
X1494 - X1604,1.0,1,1,1
X1494 - X51663,1.0,1,1,1
X1604 - X51663,1.0,1,1,1
X51663 - X216816,1.0,1,1,1
X1309 - X52773,1.0,1,1,1
X818 - X1308,1.0,1,1,1
X1308 - X216816,1.0,1,1,1
X1246 - X1160721,1.0,1,1,1
X1308 - X29466,1.0,1,1,1
X1601 - X76832,1.0,1,1,1
X28132 - X76832,1.0,1,1,1
X76832 - X216816,1.0,1,1,1
X1313 - X1494,1.0,1,1,1
X1313 - X28118,1.0,1,1,1
X1313 - X216816,1.0,1,1,1
X1313 - X544580,1.0,1,1,1
X1313 - X1297617,1.0,1,1,1
X1313 - X1871021,1.0,1,1,1
X1313 - X1871025,1.0,1,1,1
X1494 - X544580,1.0,1,1,1
X1494 - X1871025,1.0,1,1,1
X216816 - X544580,1.0,1,1,1
X544580 - X1871025,1.0,1,1,1
X1871021 - X1871025,1.0,1,1,1
X46867 - X216816,1.0,1,1,1
X46867 - X239935,1.0,1,1,1
X46867 - X1871021,1.0,1,1,1
X817 - X2756,1.0,1,1,1
X1245 - X2756,1.0,1,1,1
X1245 - X53345,1.0,1,1,1
X1328 - X2756,1.0,1,1,1
X1328 - X53345,1.0,1,1,1
X2756 - X28037,1.0,1,1,1
X2756 - X53345,1.0,1,1,1
X2756 - X216816,1.0,1,1,1
X2756 - X1297617,1.0,1,1,1
X539 - X53345,1.0,1,1,1
X1308 - X53345,1.0,1,1,1
X1308 - X239935,1.0,1,1,1
X53345 - X239935,1.0,1,1,1
X53345 - X649756,1.0,1,1,1
X1246 - X1736,1.0,1,1,1
X1307 - X1346,1.0,1,1,1
X1307 - X67827,1.0,1,1,1
X1307 - X1225789,1.0,1,1,1
X1307 - X1712675,1.0,1,1,1
X1328 - X1346,1.0,1,1,1
X1328 - X1747,1.0,1,1,1
X1328 - X67827,1.0,1,1,1
X1328 - X1147150,1.0,1,1,1
X1328 - X1712675,1.0,1,1,1
X1346 - X1747,1.0,1,1,1
X1346 - X67827,1.0,1,1,1
X1346 - X1225789,1.0,1,1,1
X1346 - X1712675,1.0,1,1,1
X1747 - X67827,1.0,1,1,1
X1747 - X1147150,1.0,1,1,1
X1747 - X1225789,1.0,1,1,1
X1747 - X1712675,1.0,1,1,1
X67827 - X1147150,1.0,1,1,1
X67827 - X1225789,1.0,1,1,1
X67827 - X1712675,1.0,1,1,1
X1225789 - X1712675,1.0,1,1,1
X1307 - X1539298,1.0,1,1,1
X1147150 - X1539298,1.0,1,1,1
X818 - X1156433,1.0,1,1,1
X1245 - X84112,1.0,1,1,1
X1245 - X1156433,1.0,1,1,1
X1736 - X1156433,1.0,1,1,1
X630 - X44742,1.0,1,1,1
X630 - X1871021,1.0,1,1,1
X39950 - X44742,1.0,1,1,1
X44742 - X216816,1.0,1,1,1
X44742 - X1297617,1.0,1,1,1
X44742 - X1871021,1.0,1,1,1
X1494 - X1599,1.0,1,1,1
X1599 - X1601,1.0,1,1,1
X1599 - X28118,1.0,1,1,1
X1599 - X239935,1.0,1,1,1
X860 - X28037,1.0,1,1,1
X860 - X28132,1.0,1,1,1
X860 - X1712675,1.0,1,1,1
X28037 - X1712675,1.0,1,1,1
X52773 - X1712675,1.0,1,1,1
X1307 - X1572656,1.0,1,1,1
X34085 - X1572656,1.0,1,1,1
X817 - X1579,1.0,1,1,1
X1494 - X1579,1.0,1,1,1
X1579 - X28118,1.0,1,1,1
X1579 - X39950,1.0,1,1,1
X1579 - X84112,1.0,1,1,1
X1579 - X216816,1.0,1,1,1
X1579 - X1297617,1.0,1,1,1
X1579 - X1871021,1.0,1,1,1
X1579 - X1889813,1.0,1,1,1
X216816 - X1889813,1.0,1,1,1
X1494 - X10761,1.0,1,1,1
X1494 - X46867,1.0,1,1,1
X1601 - X10761,1.0,1,1,1
X1601 - X46867,1.0,1,1,1
X10761 - X28037,1.0,1,1,1
X10761 - X28118,1.0,1,1,1
X10761 - X46867,1.0,1,1,1
X10761 - X649756,1.0,1,1,1
X10761 - X1147150,1.0,1,1,1
X10761 - X1156433,1.0,1,1,1
X28037 - X46867,1.0,1,1,1
X28037 - X1147150,1.0,1,1,1
X28118 - X1156433,1.0,1,1,1
X46867 - X1147150,1.0,1,1,1
X46867 - X1156433,1.0,1,1,1
X649756 - X1147150,1.0,1,1,1
X1147150 - X1156433,1.0,1,1,1
X582 - X1736,1.0,1,1,1
X582 - X29466,1.0,1,1,1
X582 - X1871021,1.0,1,1,1
X1736 - X29466,1.0,1,1,1
X1309 - X239935,1.0,1,1,1
X539 - X76832,1.0,1,1,1
X1246 - X76832,1.0,1,1,1
X1282 - X76832,1.0,1,1,1
X76832 - X84112,1.0,1,1,1
X539 - X249188,1.0,1,1,1
X1282 - X249188,1.0,1,1,1
X1282 - X1528099,1.0,1,1,1
X1494 - X249188,1.0,1,1,1
X52773 - X249188,1.0,1,1,1
X249188 - X1528099,1.0,1,1,1
X1736 - X28037,1.0,1,1,1
X1736 - X28132,1.0,1,1,1
X1328 - X544580,1.0,1,1,1
X34085 - X544580,1.0,1,1,1
X544580 - X649756,1.0,1,1,1
X544580 - X702967,1.0,1,1,1
X817 - X1216932,1.0,1,1,1
X1601 - X1216932,1.0,1,1,1
X28118 - X1216932,1.0,1,1,1
X29466 - X1147143,1.0,1,1,1
X29466 - X1147150,1.0,1,1,1
X29466 - X1216932,1.0,1,1,1
X39950 - X1216932,1.0,1,1,1
X52773 - X1216932,1.0,1,1,1
X216816 - X1216932,1.0,1,1,1
X1147143 - X1216932,1.0,1,1,1
X1147150 - X1216932,1.0,1,1,1
X1216932 - X1297617,1.0,1,1,1
X539 - X1147143,1.0,1,1,1
X818 - X1147143,1.0,1,1,1
X1147143 - X1912856,1.0,1,1,1
X817 - X1463165,1.0,1,1,1
X1494 - X69966,1.0,1,1,1
X1494 - X244366,1.0,1,1,1
X1494 - X1463165,1.0,1,1,1
X1601 - X244366,1.0,1,1,1
X1601 - X1463165,1.0,1,1,1
X1683 - X69966,1.0,1,1,1
X1683 - X244366,1.0,1,1,1
X1683 - X1463165,1.0,1,1,1
X39950 - X1463165,1.0,1,1,1
X69966 - X244366,1.0,1,1,1
X69966 - X1463165,1.0,1,1,1
X69966 - X1528099,1.0,1,1,1
X244366 - X1463165,1.0,1,1,1
X244366 - X1528099,1.0,1,1,1
X1297617 - X1463165,1.0,1,1,1
X1463165 - X1528099,1.0,1,1,1
X860 - X1307,1.0,1,1,1
X860 - X1328,1.0,1,1,1
X860 - X34085,1.0,1,1,1
X28132 - X1528099,1.0,1,1,1
X818 - X1871025,1.0,1,1,1
X34085 - X1871025,1.0,1,1,1
X52773 - X1871025,1.0,1,1,1
X732 - X817,1.0,1,1,1
X732 - X1601,1.0,1,1,1
X732 - X28132,1.0,1,1,1
X732 - X52773,1.0,1,1,1
X732 - X84112,1.0,1,1,1
X732 - X649756,1.0,1,1,1
X732 - X702967,1.0,1,1,1
X732 - X1297617,1.0,1,1,1
X732 - X1871021,1.0,1,1,1
X732 - X1912856,1.0,1,1,1
X287 - X1604,1.0,1,1,1
X287 - X702967,1.0,1,1,1
X1328 - X1604,1.0,1,1,1
X818 - X1328,1.0,1,1,1
X817 - X631220,1.0,1,1,1
X818 - X631220,1.0,1,1,1
X1601 - X631220,1.0,1,1,1
X216816 - X631220,1.0,1,1,1
X631220 - X1160721,1.0,1,1,1
X631220 - X1871021,1.0,1,1,1
X631220 - X1912856,1.0,1,1,1
X1307 - X76832,1.0,1,1,1
X1308 - X76832,1.0,1,1,1
X34085 - X76832,1.0,1,1,1
X76832 - X1912856,1.0,1,1,1
X1328 - X1156433,1.0,1,1,1
X818 - X860,1.0,1,1,1
X860 - X1494,1.0,1,1,1
X1604 - X1528099,1.0,1,1,1
X1604 - X1871021,1.0,1,1,1
X52773 - X244366,1.0,1,1,1
X84112 - X244366,1.0,1,1,1
X244366 - X1225789,1.0,1,1,1
X1307 - X29466,1.0,1,1,1
X818 - X1747,1.0,1,1,1
X1245 - X1307,1.0,1,1,1
X1307 - X1683,1.0,1,1,1
X1747 - X28132,1.0,1,1,1
X1747 - X216816,1.0,1,1,1
X1147143 - X1871021,1.0,1,1,1
X817 - X249188,1.0,1,1,1
X28118 - X249188,1.0,1,1,1
X84112 - X249188,1.0,1,1,1
X249188 - X649756,1.0,1,1,1
X249188 - X702967,1.0,1,1,1
X249188 - X1912856,1.0,1,1,1
X1308 - X46867,2.0,1,2,2
X46867 - X52773,2.0,1,2,2
X46867 - X1912856,2.0,1,2,2
X1245 - X67827,3.0,1,3,3
X1494 - X67827,3.0,1,3,3
X1601 - X67827,3.0,1,3,3
X28132 - X67827,3.0,1,3,3
X52773 - X67827,3.0,1,3,3
X67827 - X216816,3.0,1,3,3
X67827 - X1871021,3.0,1,3,3
X1308 - X1328,4.0,1,4,4
X1308 - X1494,4.0,1,4,4
X1308 - X1624,4.0,1,4,4
X1328 - X1624,4.0,1,4,4
X1494 - X1624,4.0,1,4,4
X1624 - X52773,4.0,1,4,4
X1624 - X1912856,4.0,1,4,4
X287 - X818,10.0,1,10,10
X287 - X28132,10.0,1,10,10
X287 - X52773,10.0,1,10,10
X287 - X216816,10.0,1,10,10
X818 - X239935,10.0,1,10,10
X1282 - X1225789,12.0,1,12,12
X239935 - X1225789,12.0,1,12,12
X1225789 - X1912856,12.0,1,12,12
X1328 - X1889813,17.0,1,17,17
X52773 - X1889813,17.0,1,17,17
X1494 - X1572656,36.0,1,36,36
